position_x,position_y,position_z,attitude_x,attitude_y,attitude_z,attitude_w,input_throttle,input_yaw,input_pitch,input_roll,timestamp
517.97504,11.821048,334.99332,-0.22936718,-0.79934484,0.18248284,-0.52453655,0.8050736,0.0004882887,-0.20859084,-0.38445106,602.13
518.3963,11.619532,334.91483,-0.2043066,-0.806573,0.18683748,-0.5222936,0.8099642,0.0004882887,-0.18513772,-0.39130235,602.15283
521.0685,10.930669,334.37494,-0.09773931,-0.82765293,0.23490296,-0.50025827,0.8026322,0.0004882887,0.0004882887,-0.13434044,602.32996
522.7941,10.842283,333.93604,-0.09310187,-0.82821393,0.23779175,-0.49884737,0.69418633,0.0004882887,0.0004882887,-0.0004882887,602.43
524.56537,10.886342,333.43015,-0.09604489,-0.82681364,0.24281597,-0.4981919,0.6047837,0.0004882887,0.10795758,-0.0004882887,602.52997
526.342,10.984035,332.886,-0.10607743,-0.82178056,0.25948295,-0.49607757,0.5056153,0.0004882887,0.13238728,0.0043945983,602.63
528.0951,11.066637,332.3267,-0.11892217,-0.81519955,0.27870572,-0.49358916,0.40156406,0.0004882887,0.1685359,0.013183795,602.73
529.8068,11.091335,331.7675,-0.13463144,-0.80684894,0.30017784,-0.49067554,0.40840772,0.0004882887,0.16070803,0.010254063,602.82996
531.48303,11.058523,331.20715,-0.14732797,-0.79930514,0.31882372,-0.48760372,0.46947432,0.0004882887,0.109910734,0.006347753,602.93
533.1421,10.988413,330.63474,-0.15546471,-0.79440993,0.32985234,-0.4857377,0.5031739,0.0004882887,0.083527885,0.010254063,603.02997
534.8013,10.900504,330.04053,-0.16147637,-0.79105765,0.33628824,-0.48483357,0.5901274,0.0004882887,0.022949569,0.017090105,603.13
536.48627,10.825214,329.40942,-0.16485253,-0.789706,0.33742526,-0.48511073,0.6204166,0.0004882887,0.020996414,0.006347753,603.23
538.20135,10.7702265,328.73944,-0.16740921,-0.78842396,0.33946759,-0.48489544,0.5290608,0.0004882887,0.0004882887,0.043472953,603.32996
539.9151,10.69774,328.0514,-0.17778738,-0.7861689,0.33315772,-0.48922002,0.46653697,0.0004882887,0.0004882887,0.14996567,603.43
541.6072,10.582249,327.36157,-0.1995236,-0.7809605,0.3195632,-0.49816722,0.46556038,0.0004882887,0.0004882887,0.16755933,603.52997
543.28503,10.428885,326.67355,-0.2221172,-0.7748654,0.3050716,-0.5071281,0.55104905,0.0004882887,0.0004882887,0.15387198,603.63
544.9848,10.27499,325.98032,-0.23730099,-0.7704647,0.29450193,-0.51316744,0.68294805,0.0004882887,-0.031738766,0.087434195,603.73
546.7574,10.175565,325.27176,-0.24273366,-0.76946884,0.28522936,-0.5173416,0.7244679,0.0004882887,-0.0073243305,0.0415198,603.82996
548.62286,10.158007,324.54715,-0.24610955,-0.7684703,0.28269696,-0.51861936,0.74938583,0.0004882887,0.0004882887,0.014160372,603.93
550.57477,10.219711,323.81094,-0.2465265,-0.76837474,0.2824945,-0.5186733,0.7186084,0.0004882887,0.0004882887,-0.0004882887,604.02997
551.5741,10.27216,323.441,-0.2465357,-0.76839167,0.2825188,-0.51863045,0.6800183,0.0004882887,0.0004882887,-0.0004882887,604.0799
554.6097,10.459492,322.3381,-0.24654368,-0.7684541,0.2825569,-0.5185135,0.6433738,0.0004882887,0.0004882887,-0.0004882887,604.23
556.6457,10.590724,321.61295,-0.24784976,-0.76807547,0.28172007,-0.51890695,0.6331197,0.0004882887,0.0004882887,0.038590066,604.32996
558.68524,10.720522,320.8974,-0.2555489,-0.765584,0.27660683,-0.521598,0.62578773,0.0004882887,0.0004882887,0.062027924,604.43
